Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
620,"Dokki, Tahrir Street, Building 180, Floor 3",4,2,3000,Flat,471,3/1/2024,7/19/2024,471,5,0,empty
621,"Dokki, Sphinx Street, Building 658, Floor 4",2,1,2200,Flat,369,3/1/2024,11/2/2024,369,4,0,empty
622,"Zamalek, Sphinx Street, Building 685, Floor 6",1,3,1500,House,359,3/1/2024,11/2/2024,359,5,0,empty
623,"Heliopolis, Tahrir Street, Building 949, Floor 13",1,2,2800,Room,327,3/1/2024,11/7/2024,327,5,0,empty
624,"Dokki, El Nil Street, Building 616, Floor 9",2,3,2000,House,631,3/1/2024,11/28/2024,631,5,0,empty
625,"Heliopolis, El Nil Street, Building 892, Floor 13",1,2,2200,Room,227,3/1/2024,8/3/2024,227,4,0,empty
626,"Zamalek, Tahrir Street, Building 385, Floor 8",2,2,1500,House,97,3/1/2024,1/7/2025,97,4,0,empty
627,"Heliopolis, Pyramids Street, Building 937, Floor 9",1,2,3000,Room,338,3/1/2024,7/9/2024,338,1,0,empty
628,"Dokki, Sphinx Street, Building 189, Floor 2",4,2,2200,Flat,150,3/1/2024,6/17/2024,150,4,0,empty
629,"Mohandessin, Tahrir Street, Building 921, Floor 9",4,3,1500,House,287,3/1/2024,7/26/2024,287,3,0,empty
630,"Maadi, Sphinx Street, Building 795, Floor 11",2,2,1500,Room,744,3/1/2024,1/8/2025,744,2,0,empty
631,"Maadi, Nile Corniche, Building 96, Floor 7",2,1,2200,House,444,3/1/2024,7/13/2024,444,3,0,empty
632,"Maadi, Nile Corniche, Building 518, Floor 6",1,2,3000,Flat,743,3/1/2024,10/11/2024,743,1,0,empty
633,"Maadi, Tahrir Street, Building 278, Floor 9",1,1,2800,Room,520,3/1/2024,9/1/2024,520,4,0,empty
634,"Mohandessin, Sphinx Street, Building 273, Floor 3",1,3,2000,Flat,892,3/1/2024,12/4/2024,892,2,0,empty
635,"Mohandessin, Tahrir Street, Building 502, Floor 4",4,3,1500,Room,523,3/1/2024,8/25/2024,523,1,0,empty
636,"Maadi, El Nil Street, Building 468, Floor 12",3,1,2000,House,803,3/1/2024,2/12/2025,803,1,0,empty
637,"Mohandessin, Sphinx Street, Building 761, Floor 11",1,1,2200,Room,542,3/1/2024,11/8/2024,542,2,0,empty
638,"Zamalek, Tahrir Street, Building 271, Floor 8",4,3,1800,Flat,831,3/1/2024,10/10/2024,831,5,0,empty
639,"Dokki, Nile Corniche, Building 745, Floor 1",2,3,2800,Room,501,3/1/2024,1/26/2025,501,4,0,empty
640,"Dokki, Nile Corniche, Building 361, Floor 5",3,2,1800,House,234,3/1/2024,6/16/2024,234,4,0,empty
641,"Zamalek, Tahrir Street, Building 316, Floor 6",3,1,1800,Room,264,3/1/2024,9/8/2024,264,2,0,empty
642,"Mohandessin, Sphinx Street, Building 402, Floor 6",4,2,2500,Flat,134,3/1/2024,12/11/2024,134,4,0,empty
643,"Mohandessin, Pyramids Street, Building 826, Floor 5",4,1,1800,Room,984,3/1/2024,8/17/2024,984,5,0,empty
644,"Maadi, Nile Corniche, Building 309, Floor 11",4,3,1800,Room,275,3/1/2024,12/9/2024,275,3,0,empty
645,"Zamalek, Tahrir Street, Building 278, Floor 8",2,1,2200,Flat,322,3/1/2024,1/9/2025,322,2,0,empty
646,"Heliopolis, Tahrir Street, Building 99, Floor 8",3,2,1800,Room,989,3/1/2024,7/22/2024,989,3,0,empty
647,"Heliopolis, Tahrir Street, Building 800, Floor 2",4,3,3000,Flat,184,3/1/2024,11/28/2024,184,3,0,empty
648,"Dokki, Nile Corniche, Building 434, Floor 6",2,2,2200,Flat,815,3/1/2024,12/11/2024,815,5,0,empty
649,"Maadi, Pyramids Street, Building 361, Floor 9",1,2,2200,House,83,3/1/2024,7/24/2024,83,3,0,empty
650,"Heliopolis, Pyramids Street, Building 505, Floor 5",2,3,2800,Room,765,3/1/2024,8/28/2024,765,2,0,empty
651,"Mohandessin, Nile Corniche, Building 148, Floor 2",2,3,2000,House,301,3/1/2024,2/16/2025,301,4,0,empty
652,"Maadi, Pyramids Street, Building 575, Floor 8",3,3,1800,House,229,3/1/2024,7/13/2024,229,3,0,empty
653,"Dokki, Pyramids Street, Building 195, Floor 12",1,2,2800,Room,233,3/1/2024,2/16/2025,233,5,0,empty
654,"Maadi, Tahrir Street, Building 159, Floor 8",1,1,2500,House,970,3/1/2024,12/2/2024,970,1,0,empty
655,"Heliopolis, Nile Corniche, Building 535, Floor 12",4,1,2000,Room,446,3/1/2024,10/6/2024,446,2,0,empty
656,"Zamalek, Pyramids Street, Building 265, Floor 11",4,2,2800,Room,153,3/1/2024,12/4/2024,153,5,0,empty
657,"Heliopolis, Sphinx Street, Building 304, Floor 13",2,3,2000,Room,632,3/1/2024,12/10/2024,632,4,0,empty
658,"Heliopolis, El Nil Street, Building 447, Floor 8",2,3,2200,Flat,757,3/1/2024,8/14/2024,757,4,0,empty
659,"Zamalek, El Nil Street, Building 632, Floor 4",3,3,2500,House,705,3/1/2024,2/22/2025,705,3,0,empty
660,"Heliopolis, Nile Corniche, Building 391, Floor 5",3,2,1800,House,30,3/1/2024,6/7/2024,30,2,0,empty
661,"Zamalek, Sphinx Street, Building 408, Floor 11",4,3,1800,House,17,3/1/2024,10/10/2024,17,1,0,empty
662,"Heliopolis, Sphinx Street, Building 897, Floor 6",4,2,1500,Flat,707,3/1/2024,6/7/2024,707,5,0,empty
663,"Dokki, Sphinx Street, Building 567, Floor 13",3,2,2800,Flat,427,3/1/2024,8/30/2024,427,3,0,empty
664,"Dokki, Pyramids Street, Building 708, Floor 1",3,2,1500,Flat,257,3/1/2024,1/24/2025,257,4,0,empty
665,"Maadi, El Nil Street, Building 624, Floor 5",3,3,2500,Flat,41,3/1/2024,10/27/2024,41,3,0,empty
666,"Zamalek, Pyramids Street, Building 693, Floor 5",3,2,2200,Room,673,3/1/2024,10/5/2024,673,1,0,empty
667,"Maadi, El Nil Street, Building 519, Floor 4",4,3,1800,House,454,3/1/2024,1/8/2025,454,1,0,empty
668,"Mohandessin, El Nil Street, Building 297, Floor 1",3,1,2200,House,490,3/1/2024,10/17/2024,490,3,0,empty
669,"Dokki, El Nil Street, Building 215, Floor 11",1,1,2200,Flat,132,3/1/2024,8/30/2024,132,1,0,empty
670,"Maadi, Tahrir Street, Building 666, Floor 11",3,3,1800,Flat,40,3/1/2024,8/25/2024,40,5,0,empty
671,"Heliopolis, Nile Corniche, Building 371, Floor 3",4,2,3000,Flat,843,3/1/2024,12/28/2024,843,2,0,empty
672,"Zamalek, Sphinx Street, Building 749, Floor 2",3,2,2500,Room,939,3/1/2024,12/11/2024,939,3,0,empty
673,"Zamalek, Nile Corniche, Building 657, Floor 9",2,1,3000,Flat,543,3/1/2024,8/10/2024,543,2,0,empty
674,"Mohandessin, Tahrir Street, Building 540, Floor 8",2,1,2800,Room,624,3/1/2024,7/14/2024,624,2,0,empty
675,"Mohandessin, Nile Corniche, Building 229, Floor 9",4,1,2500,House,266,3/1/2024,8/19/2024,266,1,0,empty
676,"Mohandessin, Nile Corniche, Building 701, Floor 13",2,3,1500,Flat,465,3/1/2024,11/15/2024,465,4,0,empty
677,"Mohandessin, Pyramids Street, Building 523, Floor 3",3,1,2800,Room,581,3/1/2024,6/7/2024,581,1,0,empty
678,"Dokki, Sphinx Street, Building 755, Floor 3",4,3,2000,Flat,685,3/1/2024,10/6/2024,685,5,0,empty
679,"Maadi, Tahrir Street, Building 174, Floor 3",4,3,1500,Flat,149,3/1/2024,10/27/2024,149,2,0,empty
680,"Maadi, Tahrir Street, Building 974, Floor 11",3,1,3000,Room,935,3/1/2024,11/27/2024,935,3,0,empty
681,"Mohandessin, El Nil Street, Building 93, Floor 11",3,1,2800,Flat,698,3/1/2024,12/26/2024,698,5,0,empty
682,"Zamalek, El Nil Street, Building 704, Floor 6",4,2,2200,House,521,3/1/2024,10/12/2024,521,3,0,empty
683,"Zamalek, Pyramids Street, Building 26, Floor 10",1,2,1800,Room,397,3/1/2024,11/7/2024,397,3,0,empty
684,"Dokki, El Nil Street, Building 954, Floor 5",1,1,2200,Flat,604,3/1/2024,2/2/2025,604,2,0,empty
685,"Heliopolis, El Nil Street, Building 373, Floor 2",1,2,2800,Flat,348,3/1/2024,10/16/2024,348,5,0,empty
686,"Maadi, Tahrir Street, Building 961, Floor 6",3,2,2800,Room,498,3/1/2024,2/6/2025,498,4,0,empty
687,"Dokki, El Nil Street, Building 43, Floor 13",2,2,1500,House,875,3/1/2024,2/11/2025,875,2,0,empty
688,"Heliopolis, Sphinx Street, Building 861, Floor 6",2,2,2500,Room,511,3/1/2024,11/13/2024,511,3,0,empty
689,"Zamalek, Pyramids Street, Building 388, Floor 3",1,1,1500,House,717,3/1/2024,10/21/2024,717,1,0,empty
690,"Maadi, Sphinx Street, Building 217, Floor 13",4,2,2800,House,226,3/1/2024,2/10/2025,226,3,0,empty
691,"Mohandessin, Sphinx Street, Building 202, Floor 1",2,1,3000,Room,123,3/1/2024,6/14/2024,123,4,0,empty
692,"Heliopolis, Pyramids Street, Building 135, Floor 7",1,3,2000,Room,383,3/1/2024,12/14/2024,383,4,0,empty
693,"Maadi, Nile Corniche, Building 644, Floor 7",3,1,1800,Room,464,3/1/2024,10/14/2024,464,2,0,empty
694,"Heliopolis, Pyramids Street, Building 119, Floor 13",3,2,2200,Flat,350,3/1/2024,9/23/2024,350,2,0,empty
695,"Dokki, Tahrir Street, Building 630, Floor 12",2,3,2200,Room,960,3/1/2024,9/6/2024,960,3,0,empty
696,"Maadi, Sphinx Street, Building 622, Floor 3",2,1,2500,Flat,198,3/1/2024,8/12/2024,198,5,0,empty
697,"Dokki, Sphinx Street, Building 812, Floor 5",4,2,1500,House,535,3/1/2024,10/24/2024,535,1,0,empty
698,"Maadi, Tahrir Street, Building 740, Floor 9",3,3,1500,Flat,254,3/1/2024,1/22/2025,254,1,0,empty
699,"Mohandessin, Nile Corniche, Building 684, Floor 2",3,1,2200,House,585,3/1/2024,6/22/2024,585,1,0,empty
700,"Heliopolis, El Nil Street, Building 209, Floor 7",3,2,2800,House,167,3/1/2024,10/28/2024,167,5,0,empty
701,"Mohandessin, Tahrir Street, Building 139, Floor 5",2,3,2500,Flat,102,3/1/2024,10/4/2024,102,1,0,empty
702,"Dokki, El Nil Street, Building 698, Floor 1",3,2,1500,Flat,247,3/1/2024,1/5/2025,247,3,0,empty
703,"Heliopolis, Tahrir Street, Building 863, Floor 7",3,3,2800,House,48,3/1/2024,6/13/2024,48,4,0,empty
704,"Mohandessin, Sphinx Street, Building 896, Floor 8",1,2,2500,Flat,785,3/1/2024,7/31/2024,785,4,0,empty
705,"Maadi, Sphinx Street, Building 885, Floor 5",3,3,2800,Flat,505,3/1/2024,7/18/2024,505,1,0,empty
706,"Maadi, Sphinx Street, Building 561, Floor 13",1,1,2500,Flat,144,3/1/2024,8/19/2024,144,5,0,empty
707,"Dokki, El Nil Street, Building 517, Floor 10",1,2,3000,Flat,993,3/1/2024,1/3/2025,993,3,0,empty
708,"Zamalek, Nile Corniche, Building 234, Floor 10",3,2,1500,Room,78,3/1/2024,2/12/2025,78,4,0,empty
709,"Dokki, Pyramids Street, Building 233, Floor 7",3,3,3000,Room,165,3/1/2024,11/3/2024,165,2,0,empty
710,"Dokki, Pyramids Street, Building 195, Floor 5",3,3,2500,Room,912,3/1/2024,7/26/2024,912,2,0,empty
711,"Mohandessin, El Nil Street, Building 452, Floor 11",2,2,2200,House,612,3/1/2024,7/9/2024,612,2,0,empty
712,"Zamalek, Tahrir Street, Building 562, Floor 8",4,1,2500,Flat,710,3/1/2024,6/24/2024,710,4,0,empty
713,"Zamalek, Sphinx Street, Building 551, Floor 5",3,1,1800,Room,720,3/1/2024,8/3/2024,720,2,0,empty
714,"Maadi, El Nil Street, Building 828, Floor 12",3,2,2200,Flat,625,3/1/2024,11/1/2024,625,4,0,empty
715,"Maadi, Sphinx Street, Building 562, Floor 12",2,2,1500,Room,851,3/1/2024,7/3/2024,851,4,0,empty
716,"Dokki, Nile Corniche, Building 120, Floor 9",2,3,1800,Room,268,3/1/2024,12/30/2024,268,4,0,empty
717,"Heliopolis, Sphinx Street, Building 377, Floor 7",1,1,2800,House,982,3/1/2024,9/4/2024,982,3,0,empty
718,"Mohandessin, Pyramids Street, Building 128, Floor 12",1,3,2500,Room,605,3/1/2024,11/9/2024,605,3,0,empty
719,"Mohandessin, Pyramids Street, Building 679, Floor 10",4,3,1500,Room,378,3/1/2024,7/4/2024,378,2,0,empty
720,"Mohandessin, El Nil Street, Building 461, Floor 7",1,3,2800,House,527,3/1/2024,11/13/2024,527,1,0,empty
721,"Dokki, Tahrir Street, Building 141, Floor 2",1,1,2800,Room,281,3/1/2024,2/28/2025,281,3,0,empty
722,"Mohandessin, Pyramids Street, Building 231, Floor 13",4,1,2200,House,869,3/1/2024,6/23/2024,869,5,0,empty
723,"Mohandessin, El Nil Street, Building 143, Floor 10",3,2,2800,Room,622,3/1/2024,6/1/2024,622,5,0,empty
724,"Dokki, Sphinx Street, Building 385, Floor 9",3,2,1800,Flat,436,3/1/2024,9/25/2024,436,5,0,empty
725,"Dokki, Nile Corniche, Building 936, Floor 6",4,2,1800,House,646,3/1/2024,8/18/2024,646,3,0,empty
726,"Heliopolis, El Nil Street, Building 282, Floor 1",2,1,1800,Flat,58,3/1/2024,10/5/2024,58,1,0,empty
727,"Mohandessin, Tahrir Street, Building 219, Floor 3",2,1,2200,House,929,3/1/2024,6/29/2024,929,1,0,empty
728,"Dokki, Nile Corniche, Building 455, Floor 7",1,3,2800,House,258,3/1/2024,7/27/2024,258,5,0,empty
729,"Dokki, Sphinx Street, Building 159, Floor 8",3,2,1500,House,38,3/1/2024,2/18/2025,38,1,0,empty
730,"Heliopolis, Nile Corniche, Building 824, Floor 9",1,2,2800,Room,810,3/1/2024,6/11/2024,810,4,0,empty
731,"Maadi, Tahrir Street, Building 197, Floor 5",3,2,3000,House,105,3/1/2024,10/9/2024,105,4,0,empty
732,"Mohandessin, Pyramids Street, Building 367, Floor 2",4,2,1500,Flat,938,3/1/2024,9/5/2024,938,3,0,empty
733,"Zamalek, Pyramids Street, Building 187, Floor 11",3,3,2500,Flat,955,3/1/2024,8/14/2024,955,5,0,empty
734,"Mohandessin, Nile Corniche, Building 188, Floor 2",1,2,2800,House,606,3/1/2024,6/13/2024,606,2,0,empty
735,"Mohandessin, Nile Corniche, Building 400, Floor 3",1,1,2000,House,309,3/1/2024,9/18/2024,309,3,0,empty
736,"Mohandessin, Sphinx Street, Building 513, Floor 10",2,1,2500,Room,284,3/1/2024,2/5/2025,284,1,0,empty
737,"Mohandessin, Tahrir Street, Building 83, Floor 12",3,3,2500,Room,529,3/1/2024,9/23/2024,529,5,0,empty
738,"Zamalek, Sphinx Street, Building 697, Floor 12",1,1,1500,House,662,3/1/2024,12/10/2024,662,5,0,empty
739,"Dokki, El Nil Street, Building 542, Floor 13",2,3,3000,House,801,3/1/2024,11/24/2024,801,1,0,empty
740,"Heliopolis, Tahrir Street, Building 975, Floor 3",1,2,2500,Flat,382,3/1/2024,9/25/2024,382,1,0,empty
741,"Mohandessin, Pyramids Street, Building 96, Floor 2",4,3,2000,Room,768,3/1/2024,2/4/2025,768,4,0,empty
742,"Dokki, Sphinx Street, Building 29, Floor 5",4,1,2000,House,586,3/1/2024,12/20/2024,586,1,0,empty
743,"Maadi, Tahrir Street, Building 809, Floor 13",1,2,2500,Room,323,3/1/2024,6/15/2024,323,5,0,empty
744,"Heliopolis, Sphinx Street, Building 749, Floor 13",1,1,2500,Flat,177,3/1/2024,6/11/2024,177,1,0,empty
745,"Zamalek, Nile Corniche, Building 272, Floor 2",4,3,1800,Flat,272,3/1/2024,2/8/2025,272,4,0,empty
746,"Mohandessin, Tahrir Street, Building 864, Floor 10",1,3,1500,House,35,3/1/2024,10/28/2024,35,3,0,empty
747,"Mohandessin, Nile Corniche, Building 691, Floor 7",2,1,1800,House,332,3/1/2024,2/13/2025,332,3,0,empty
748,"Zamalek, Nile Corniche, Building 898, Floor 1",4,3,2500,House,790,3/1/2024,6/10/2024,790,5,0,empty
749,"Heliopolis, Pyramids Street, Building 634, Floor 6",3,1,3000,House,848,3/1/2024,8/30/2024,848,5,0,empty
750,"Zamalek, Pyramids Street, Building 337, Floor 6",1,3,2500,House,402,3/1/2024,11/30/2024,402,3,0,empty
751,"Heliopolis, Sphinx Street, Building 740, Floor 13",1,3,2500,Flat,864,3/1/2024,12/19/2024,864,1,0,empty
752,"Mohandessin, El Nil Street, Building 675, Floor 9",3,3,3000,Room,388,3/1/2024,9/20/2024,388,5,0,empty
753,"Zamalek, El Nil Street, Building 236, Floor 8",1,1,2500,House,23,3/1/2024,6/26/2024,23,4,0,empty
754,"Mohandessin, Pyramids Street, Building 379, Floor 11",2,1,2800,Flat,647,3/1/2024,11/23/2024,647,1,0,empty
755,"Zamalek, Pyramids Street, Building 855, Floor 1",4,3,1500,Room,896,3/1/2024,10/27/2024,896,1,0,empty
756,"Heliopolis, Nile Corniche, Building 663, Floor 13",4,3,1500,Room,333,3/1/2024,7/28/2024,333,4,0,empty
757,"Heliopolis, Pyramids Street, Building 25, Floor 1",2,2,2500,Room,995,3/1/2024,6/12/2024,995,4,0,empty
758,"Maadi, Tahrir Street, Building 908, Floor 5",2,2,1500,House,804,3/1/2024,11/30/2024,804,4,0,empty
759,"Mohandessin, Tahrir Street, Building 519, Floor 3",3,3,2500,Flat,113,3/1/2024,11/22/2024,113,4,0,empty
760,"Zamalek, Sphinx Street, Building 463, Floor 7",4,1,1500,House,902,3/1/2024,1/6/2025,902,4,0,empty
761,"Zamalek, Sphinx Street, Building 842, Floor 3",4,1,2800,Room,697,3/1/2024,10/23/2024,697,1,0,empty
762,"Heliopolis, Pyramids Street, Building 631, Floor 6",1,2,1800,House,428,3/1/2024,10/28/2024,428,5,0,empty
763,"Heliopolis, Tahrir Street, Building 303, Floor 3",4,2,2800,Room,126,3/1/2024,6/30/2024,126,5,0,empty
764,"Zamalek, Pyramids Street, Building 137, Floor 3",4,2,2800,Flat,110,3/1/2024,12/22/2024,110,4,0,empty
765,"Maadi, Pyramids Street, Building 664, Floor 11",2,3,3000,House,81,3/1/2024,10/5/2024,81,2,0,empty
766,"Maadi, Nile Corniche, Building 760, Floor 5",2,3,2500,Flat,1000,3/1/2024,12/18/2024,1000,4,0,empty
767,"Zamalek, Sphinx Street, Building 161, Floor 12",4,3,2000,Flat,178,3/1/2024,8/12/2024,178,2,0,empty
768,"Dokki, Pyramids Street, Building 254, Floor 2",1,1,2000,House,772,3/1/2024,7/3/2024,772,2,0,empty
769,"Mohandessin, El Nil Street, Building 821, Floor 4",1,2,2200,House,377,3/1/2024,2/8/2025,377,2,0,empty
770,"Dokki, Nile Corniche, Building 719, Floor 12",2,1,2000,Flat,999,3/1/2024,1/5/2025,999,3,0,empty
771,"Mohandessin, Pyramids Street, Building 935, Floor 8",3,2,2000,Room,777,3/1/2024,6/23/2024,777,4,0,empty
772,"Dokki, El Nil Street, Building 701, Floor 12",4,1,2800,Room,937,3/1/2024,12/10/2024,937,5,0,empty
773,"Dokki, Tahrir Street, Building 363, Floor 8",1,1,1800,House,645,3/1/2024,2/26/2025,645,1,0,empty
774,"Zamalek, El Nil Street, Building 198, Floor 5",3,2,2200,House,337,3/1/2024,12/12/2024,337,5,0,empty
775,"Maadi, Nile Corniche, Building 391, Floor 11",1,1,1800,House,296,3/1/2024,6/14/2024,296,3,0,empty
776,"Dokki, Tahrir Street, Building 151, Floor 9",2,1,3000,Room,682,3/1/2024,8/14/2024,682,5,0,empty
777,"Dokki, El Nil Street, Building 994, Floor 11",4,3,2200,House,901,3/1/2024,7/10/2024,901,5,0,empty
778,"Dokki, Tahrir Street, Building 411, Floor 3",4,2,2500,Room,736,3/1/2024,11/16/2024,736,2,0,empty
779,"Dokki, Pyramids Street, Building 450, Floor 5",2,3,2800,Room,46,3/1/2024,6/23/2024,46,2,0,empty
780,"Dokki, Nile Corniche, Building 596, Floor 11",4,2,2800,Room,882,3/1/2024,9/26/2024,882,5,0,empty
781,"Mohandessin, Tahrir Street, Building 342, Floor 10",1,3,2000,Room,940,3/1/2024,7/27/2024,940,4,0,empty
782,"Zamalek, El Nil Street, Building 764, Floor 4",3,3,1500,House,675,3/1/2024,9/1/2024,675,1,0,empty
783,"Maadi, Sphinx Street, Building 611, Floor 3",3,2,1500,Room,636,3/1/2024,7/13/2024,636,2,0,empty
784,"Maadi, El Nil Street, Building 25, Floor 13",1,1,2800,Flat,316,3/1/2024,8/13/2024,316,2,0,empty
785,"Maadi, Tahrir Street, Building 666, Floor 9",3,1,2000,Flat,609,3/1/2024,8/10/2024,609,4,0,empty
786,"Heliopolis, El Nil Street, Building 761, Floor 1",4,1,2000,Flat,492,3/1/2024,12/18/2024,492,4,0,empty
787,"Dokki, El Nil Street, Building 288, Floor 4",3,3,1500,House,142,3/1/2024,1/20/2025,142,2,0,empty
788,"Maadi, Nile Corniche, Building 45, Floor 3",1,1,2500,House,594,3/1/2024,10/14/2024,594,5,0,empty
789,"Dokki, Pyramids Street, Building 430, Floor 9",2,1,2000,Flat,51,3/1/2024,12/18/2024,51,3,0,empty
790,"Mohandessin, Tahrir Street, Building 163, Floor 13",4,1,1500,Room,554,3/1/2024,10/6/2024,554,3,0,empty
791,"Heliopolis, Tahrir Street, Building 935, Floor 10",3,1,2000,Room,981,3/1/2024,10/4/2024,981,3,0,empty
792,"Heliopolis, El Nil Street, Building 461, Floor 6",1,3,2000,House,747,3/1/2024,7/27/2024,747,5,0,empty
793,"Heliopolis, Nile Corniche, Building 365, Floor 13",2,1,3000,Room,992,3/1/2024,2/3/2025,992,4,0,empty
794,"Maadi, Sphinx Street, Building 772, Floor 3",3,3,1800,Room,170,3/1/2024,7/6/2024,170,1,0,empty
795,"Dokki, Pyramids Street, Building 944, Floor 12",3,1,1800,Room,638,3/1/2024,1/5/2025,638,5,0,empty
796,"Mohandessin, Nile Corniche, Building 5, Floor 1",2,3,1800,House,690,3/1/2024,11/6/2024,690,2,0,empty
797,"Heliopolis, Tahrir Street, Building 162, Floor 1",3,1,1800,House,500,3/1/2024,10/23/2024,500,2,0,empty
798,"Zamalek, Sphinx Street, Building 246, Floor 13",4,1,2200,Room,852,3/1/2024,10/12/2024,852,5,0,empty
799,"Heliopolis, El Nil Street, Building 338, Floor 9",4,1,2000,House,600,3/1/2024,10/16/2024,600,5,0,empty
800,"Dokki, Sphinx Street, Building 576, Floor 4",1,1,2000,House,998,3/1/2024,10/16/2024,998,5,0,empty
801,"Zamalek, Tahrir Street, Building 254, Floor 10",4,3,2000,Room,584,3/1/2024,8/26/2024,584,4,0,empty
802,"Dokki, Tahrir Street, Building 290, Floor 6",4,1,1500,Room,971,3/1/2024,6/4/2024,971,4,0,empty
803,"Maadi, Nile Corniche, Building 98, Floor 2",2,1,2800,Room,174,3/1/2024,11/11/2024,174,2,0,empty
804,"Maadi, Sphinx Street, Building 977, Floor 10",1,1,2500,Room,429,3/1/2024,1/6/2025,429,4,0,empty
805,"Dokki, El Nil Street, Building 894, Floor 1",4,3,3000,House,269,3/1/2024,7/30/2024,269,3,0,empty
806,"Mohandessin, Nile Corniche, Building 233, Floor 13",3,2,2500,House,991,3/1/2024,12/22/2024,991,1,0,empty
807,"Zamalek, Pyramids Street, Building 323, Floor 6",1,3,1800,House,826,3/1/2024,6/16/2024,826,1,0,empty
808,"Mohandessin, Sphinx Street, Building 15, Floor 11",1,2,1800,Flat,764,3/1/2024,2/2/2025,764,1,0,empty
809,"Heliopolis, Pyramids Street, Building 329, Floor 10",3,3,1800,Room,362,3/1/2024,1/9/2025,362,1,0,empty
810,"Dokki, Nile Corniche, Building 595, Floor 7",4,1,1500,Room,43,3/1/2024,6/25/2024,43,2,0,empty
811,"Dokki, Sphinx Street, Building 873, Floor 8",3,1,1500,House,401,3/1/2024,11/23/2024,401,5,0,empty
812,"Mohandessin, El Nil Street, Building 526, Floor 8",2,2,3000,House,286,3/1/2024,5/30/2024,286,1,0,empty
813,"Zamalek, Sphinx Street, Building 258, Floor 5",1,3,1800,Flat,392,3/1/2024,6/12/2024,392,1,0,empty
814,"Mohandessin, Sphinx Street, Building 60, Floor 1",3,1,2800,Flat,294,3/1/2024,10/27/2024,294,1,0,empty
815,"Heliopolis, Nile Corniche, Building 669, Floor 8",2,2,3000,House,189,3/1/2024,1/10/2025,189,4,0,empty
816,"Dokki, Nile Corniche, Building 850, Floor 11",1,2,2000,Room,943,3/1/2024,7/16/2024,943,4,0,empty
817,"Dokki, Pyramids Street, Building 539, Floor 2",4,2,2800,Room,635,3/1/2024,11/8/2024,635,3,0,empty
818,"Heliopolis, El Nil Street, Building 922, Floor 7",2,2,2000,Flat,324,3/1/2024,6/28/2024,324,5,0,empty
819,"Zamalek, El Nil Street, Building 685, Floor 9",1,2,3000,Room,752,3/1/2024,8/7/2024,752,5,0,empty
820,"Heliopolis, Pyramids Street, Building 156, Floor 11",2,1,2000,Flat,74,3/1/2024,10/23/2024,74,3,0,empty
821,"Heliopolis, El Nil Street, Building 930, Floor 8",1,2,2000,Flat,513,3/1/2024,12/15/2024,513,1,0,empty
822,"Zamalek, Pyramids Street, Building 836, Floor 8",2,1,3000,House,430,3/1/2024,9/21/2024,430,1,0,empty
823,"Zamalek, Tahrir Street, Building 625, Floor 3",4,2,1500,Room,49,3/1/2024,1/25/2025,49,3,0,empty
824,"Zamalek, Nile Corniche, Building 256, Floor 3",3,1,2800,House,979,3/1/2024,6/29/2024,979,2,0,empty
825,"Maadi, Pyramids Street, Building 343, Floor 1",4,1,2000,Room,596,3/1/2024,9/18/2024,596,4,0,empty
826,"Dokki, Nile Corniche, Building 216, Floor 10",4,2,2800,Room,879,3/1/2024,7/10/2024,879,3,0,empty
827,"Dokki, Tahrir Street, Building 355, Floor 6",2,1,1500,Room,696,3/1/2024,11/5/2024,696,1,0,empty
828,"Zamalek, Tahrir Street, Building 140, Floor 9",3,2,2500,Room,14,3/1/2024,12/6/2024,14,3,0,empty
829,"Mohandessin, Sphinx Street, Building 208, Floor 7",4,1,2200,House,176,3/1/2024,10/17/2024,176,4,0,empty
830,"Dokki, Pyramids Street, Building 554, Floor 11",3,2,2500,Room,6,3/1/2024,11/8/2024,6,5,0,empty
831,"Dokki, Tahrir Street, Building 525, Floor 3",2,1,3000,Flat,210,3/1/2024,1/3/2025,210,3,0,empty
832,"Heliopolis, Sphinx Street, Building 815, Floor 5",2,2,1500,Flat,516,3/1/2024,8/3/2024,516,5,0,empty
833,"Mohandessin, Tahrir Street, Building 614, Floor 3",1,1,2500,Flat,608,3/1/2024,11/4/2024,608,2,0,empty
834,"Maadi, Sphinx Street, Building 490, Floor 1",3,3,1800,House,555,3/1/2024,10/12/2024,555,4,0,empty
835,"Dokki, Nile Corniche, Building 862, Floor 3",2,3,2800,Flat,749,3/1/2024,11/5/2024,749,5,0,empty
836,"Heliopolis, El Nil Street, Building 599, Floor 3",4,1,3000,House,767,3/1/2024,8/22/2024,767,4,0,empty
837,"Maadi, Sphinx Street, Building 598, Floor 8",3,1,1800,Flat,550,3/1/2024,10/1/2024,550,3,0,empty
838,"Maadi, El Nil Street, Building 367, Floor 10",3,3,2200,House,439,3/1/2024,7/17/2024,439,2,0,empty
839,"Mohandessin, Sphinx Street, Building 180, Floor 1",4,1,1500,Room,778,3/1/2024,1/25/2025,778,4,0,empty
840,"Heliopolis, Sphinx Street, Building 262, Floor 1",4,3,2500,House,169,3/1/2024,7/18/2024,169,4,0,empty
