Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
613,"Maadi, Pyramids Street, Building 448, Floor 4",1,2,2500,Room,172,2024-03-01,2025-02-17,172,3,4,"[704, 647, 127, 377]"
614,"Mohandessin, El Nil Street, Building 857, Floor 13",3,3,3000,Room,693,2024-03-01,2025-02-05,693,3,3,"[379, 321, 964]"
615,"Mohandessin, Pyramids Street, Building 183, Floor 9",1,1,1500,Room,799,2024-03-01,2025-01-25,799,2,1,[114]
616,"Maadi, Tahrir Street, Building 469, Floor 12",4,3,1500,House,467,2024-03-01,2025-01-02,467,2,1,[97]
617,"Dokki, El Nil Street, Building 357, Floor 12",4,1,2200,House,830,2024-03-01,2024-11-15,830,2,2,"[798, 951]"
618,"Maadi, Tahrir Street, Building 66, Floor 11",3,2,2000,House,809,2024-03-01,2024-11-21,809,4,2,"[128, 569]"
619,"Maadi, Tahrir Street, Building 368, Floor 5",4,3,2200,Flat,660,2024-03-01,2024-10-03,660,5,4,"[574, 343, 176, 611]"
620,"Dokki, Tahrir Street, Building 180, Floor 3",4,2,3000,Flat,471,2024-03-01,2024-07-19,471,5,1,[263]
621,"Dokki, Sphinx Street, Building 658, Floor 4",2,1,2200,Flat,369,2024-03-01,2024-11-02,369,4,3,"[532, 79, 839]"
622,"Zamalek, Sphinx Street, Building 685, Floor 6",1,3,1500,House,359,2024-03-01,2024-11-02,359,5,3,"[421, 134, 892]"
623,"Heliopolis, Tahrir Street, Building 949, Floor 13",1,2,2800,Room,327,2024-03-01,2024-11-07,327,5,2,"[226, 687]"
624,"Dokki, El Nil Street, Building 616, Floor 9",2,3,2000,House,631,2024-03-01,2024-11-28,631,5,1,[726]
625,"Heliopolis, El Nil Street, Building 892, Floor 13",1,2,2200,Room,227,2024-03-01,2024-08-03,227,4,0,
626,"Zamalek, Tahrir Street, Building 385, Floor 8",2,2,1500,House,97,2024-03-01,2025-01-07,97,4,0,
627,"Heliopolis, Pyramids Street, Building 937, Floor 9",1,2,3000,Room,338,2024-03-01,2024-07-09,338,1,1,[598]
628,"Dokki, Sphinx Street, Building 189, Floor 2",4,2,2200,Flat,150,2024-03-01,2024-06-17,150,4,1,[968]
629,"Mohandessin, Tahrir Street, Building 921, Floor 9",4,3,1500,House,287,2024-03-01,2024-07-26,287,3,4,"[175, 980, 359, 22]"
630,"Maadi, Sphinx Street, Building 795, Floor 11",2,2,1500,Room,744,2024-03-01,2025-01-08,744,2,2,"[868, 146]"
631,"Maadi, Nile Corniche, Building 96, Floor 7",2,1,2200,House,444,2024-03-01,2024-07-13,444,3,2,"[191, 232]"
632,"Maadi, Nile Corniche, Building 518, Floor 6",1,2,3000,Flat,743,2024-03-01,2024-10-11,743,1,1,[319]
633,"Maadi, Tahrir Street, Building 278, Floor 9",1,1,2800,Room,520,2024-03-01,2024-09-01,520,4,0,
634,"Mohandessin, Sphinx Street, Building 273, Floor 3",1,3,2000,Flat,892,2024-03-01,2024-12-04,892,2,2,"[533, 997]"
635,"Mohandessin, Tahrir Street, Building 502, Floor 4",4,3,1500,Room,523,2024-03-01,2024-08-25,523,1,4,"[407, 667, 723, 175]"
636,"Maadi, El Nil Street, Building 468, Floor 12",3,1,2000,House,803,2024-03-01,2025-02-12,803,1,1,[285]
637,"Mohandessin, Sphinx Street, Building 761, Floor 11",1,1,2200,Room,542,2024-03-01,2024-11-08,542,2,1,[301]
638,"Zamalek, Tahrir Street, Building 271, Floor 8",4,3,1800,Flat,831,2024-03-01,2024-10-10,831,5,3,"[453, 627, 804]"
639,"Dokki, Nile Corniche, Building 745, Floor 1",2,3,2800,Room,501,2024-03-01,2025-01-26,501,4,2,"[382, 258]"
640,"Dokki, Nile Corniche, Building 361, Floor 5",3,2,1800,House,234,2024-03-01,2024-06-16,234,4,3,"[908, 796, 140]"
641,"Zamalek, Tahrir Street, Building 316, Floor 6",3,1,1800,Room,264,2024-03-01,2024-09-08,264,2,0,
642,"Mohandessin, Sphinx Street, Building 402, Floor 6",4,2,2500,Flat,134,2024-03-01,2024-12-11,134,4,1,[18]
643,"Mohandessin, Pyramids Street, Building 826, Floor 5",4,1,1800,Room,984,2024-03-01,2024-08-17,984,5,3,"[456, 1000, 781]"
644,"Maadi, Nile Corniche, Building 309, Floor 11",4,3,1800,Room,275,2024-03-01,2024-12-09,275,3,4,"[863, 970, 491, 98]"
645,"Zamalek, Tahrir Street, Building 278, Floor 8",2,1,2200,Flat,322,2024-03-01,2025-01-09,322,2,0,
646,"Heliopolis, Tahrir Street, Building 99, Floor 8",3,2,1800,Room,989,2024-03-01,2024-07-22,989,3,3,"[621, 927, 110]"
647,"Heliopolis, Tahrir Street, Building 800, Floor 2",4,3,3000,Flat,184,2024-03-01,2024-11-28,184,3,1,[905]
648,"Dokki, Nile Corniche, Building 434, Floor 6",2,2,2200,Flat,815,2024-03-01,2024-12-11,815,5,4,"[748, 68, 552, 999]"
649,"Maadi, Pyramids Street, Building 361, Floor 9",1,2,2200,House,83,2024-03-01,2024-07-24,83,3,3,"[721, 980, 433]"
650,"Heliopolis, Pyramids Street, Building 505, Floor 5",2,3,2800,Room,765,2024-03-01,2024-08-28,765,2,2,"[542, 179]"
651,"Mohandessin, Nile Corniche, Building 148, Floor 2",2,3,2000,House,301,2024-03-01,2025-02-16,301,4,1,[266]
652,"Maadi, Pyramids Street, Building 575, Floor 8",3,3,1800,House,229,2024-03-01,2024-07-13,229,3,2,"[896, 925]"
653,"Dokki, Pyramids Street, Building 195, Floor 12",1,2,2800,Room,233,2024-03-01,2025-02-16,233,5,3,"[482, 973, 156]"
654,"Maadi, Tahrir Street, Building 159, Floor 8",1,1,2500,House,970,2024-03-01,2024-12-02,970,1,3,"[476, 924, 994]"
655,"Heliopolis, Nile Corniche, Building 535, Floor 12",4,1,2000,Room,446,2024-03-01,2024-10-06,446,2,1,[674]
656,"Zamalek, Pyramids Street, Building 265, Floor 11",4,2,2800,Room,153,2024-03-01,2024-12-04,153,5,3,"[640, 262, 89]"
657,"Heliopolis, Sphinx Street, Building 304, Floor 13",2,3,2000,Room,632,2024-03-01,2024-12-10,632,4,2,"[868, 844]"
658,"Heliopolis, El Nil Street, Building 447, Floor 8",2,3,2200,Flat,757,2024-03-01,2024-08-14,757,4,3,"[684, 844, 394]"
659,"Zamalek, El Nil Street, Building 632, Floor 4",3,3,2500,House,705,2024-03-01,2025-02-22,705,3,4,"[694, 292, 970, 904]"
660,"Heliopolis, Nile Corniche, Building 391, Floor 5",3,2,1800,House,30,2024-03-01,2024-06-07,30,2,4,"[113, 779, 369, 972]"
661,"Zamalek, Sphinx Street, Building 408, Floor 11",4,3,1800,House,17,2024-03-01,2024-10-10,17,1,1,[768]
662,"Heliopolis, Sphinx Street, Building 897, Floor 6",4,2,1500,Flat,707,2024-03-01,2024-06-07,707,5,2,"[389, 687]"
663,"Dokki, Sphinx Street, Building 567, Floor 13",3,2,2800,Flat,427,2024-03-01,2024-08-30,427,3,4,"[823, 263, 718, 156]"
664,"Dokki, Pyramids Street, Building 708, Floor 1",3,2,1500,Flat,257,2024-03-01,2025-01-24,257,4,3,"[598, 281, 182]"
665,"Maadi, El Nil Street, Building 624, Floor 5",3,3,2500,Flat,41,2024-03-01,2024-10-27,41,3,4,"[627, 539, 570, 129]"
666,"Zamalek, Pyramids Street, Building 693, Floor 5",3,2,2200,Room,673,2024-03-01,2024-10-05,673,1,0,
667,"Maadi, El Nil Street, Building 519, Floor 4",4,3,1800,House,454,2024-03-01,2025-01-08,454,1,2,"[50, 649]"
668,"Mohandessin, El Nil Street, Building 297, Floor 1",3,1,2200,House,490,2024-03-01,2024-10-17,490,3,3,"[400, 754, 853]"
669,"Dokki, El Nil Street, Building 215, Floor 11",1,1,2200,Flat,132,2024-03-01,2024-08-30,132,1,2,"[531, 391]"
670,"Maadi, Tahrir Street, Building 666, Floor 11",3,3,1800,Flat,40,2024-03-01,2024-08-25,40,5,0,
671,"Heliopolis, Nile Corniche, Building 371, Floor 3",4,2,3000,Flat,843,2024-03-01,2024-12-28,843,2,3,"[562, 769, 796]"
672,"Zamalek, Sphinx Street, Building 749, Floor 2",3,2,2500,Room,939,2024-03-01,2024-12-11,939,3,1,[746]
673,"Zamalek, Nile Corniche, Building 657, Floor 9",2,1,3000,Flat,543,2024-03-01,2024-08-10,543,2,2,"[235, 411]"
674,"Mohandessin, Tahrir Street, Building 540, Floor 8",2,1,2800,Room,624,2024-03-01,2024-07-14,624,2,0,
675,"Mohandessin, Nile Corniche, Building 229, Floor 9",4,1,2500,House,266,2024-03-01,2024-08-19,266,1,0,
676,"Mohandessin, Nile Corniche, Building 701, Floor 13",2,3,1500,Flat,465,2024-03-01,2024-11-15,465,4,3,"[319, 378, 5]"
677,"Mohandessin, Pyramids Street, Building 523, Floor 3",3,1,2800,Room,581,2024-03-01,2024-06-07,581,1,3,"[717, 926, 716]"
678,"Dokki, Sphinx Street, Building 755, Floor 3",4,3,2000,Flat,685,2024-03-01,2024-10-06,685,5,2,"[247, 996]"
679,"Maadi, Tahrir Street, Building 174, Floor 3",4,3,1500,Flat,149,2024-03-01,2024-10-27,149,2,4,"[872, 184, 809, 221]"
680,"Maadi, Tahrir Street, Building 974, Floor 11",3,1,3000,Room,935,2024-03-01,2024-11-27,935,3,4,"[197, 552, 676, 50]"
681,"Mohandessin, El Nil Street, Building 93, Floor 11",3,1,2800,Flat,698,2024-03-01,2024-12-26,698,5,3,"[324, 790, 576]"
682,"Zamalek, El Nil Street, Building 704, Floor 6",4,2,2200,House,521,2024-03-01,2024-10-12,521,3,0,
683,"Zamalek, Pyramids Street, Building 26, Floor 10",1,2,1800,Room,397,2024-03-01,2024-11-07,397,3,1,[611]
684,"Dokki, El Nil Street, Building 954, Floor 5",1,1,2200,Flat,604,2024-03-01,2025-02-02,604,2,1,[784]
685,"Heliopolis, El Nil Street, Building 373, Floor 2",1,2,2800,Flat,348,2024-03-01,2024-10-16,348,5,3,"[675, 187, 399]"
686,"Maadi, Tahrir Street, Building 961, Floor 6",3,2,2800,Room,498,2024-03-01,2025-02-06,498,4,0,
687,"Dokki, El Nil Street, Building 43, Floor 13",2,2,1500,House,875,2024-03-01,2025-02-11,875,2,4,"[683, 771, 783, 456]"
688,"Heliopolis, Sphinx Street, Building 861, Floor 6",2,2,2500,Room,511,2024-03-01,2024-11-13,511,3,4,"[464, 886, 39, 919]"
689,"Zamalek, Pyramids Street, Building 388, Floor 3",1,1,1500,House,717,2024-03-01,2024-10-21,717,1,2,"[753, 331]"
690,"Maadi, Sphinx Street, Building 217, Floor 13",4,2,2800,House,226,2024-03-01,2025-02-10,226,3,3,"[966, 302, 963]"
691,"Mohandessin, Sphinx Street, Building 202, Floor 1",2,1,3000,Room,123,2024-03-01,2024-06-14,123,4,4,"[801, 451, 620, 13]"
692,"Heliopolis, Pyramids Street, Building 135, Floor 7",1,3,2000,Room,383,2024-03-01,2024-12-14,383,4,4,"[332, 577, 445, 219]"
693,"Maadi, Nile Corniche, Building 644, Floor 7",3,1,1800,Room,464,2024-03-01,2024-10-14,464,2,2,"[987, 336]"
694,"Heliopolis, Pyramids Street, Building 119, Floor 13",3,2,2200,Flat,350,2024-03-01,2024-09-23,350,2,3,"[382, 15, 328]"
695,"Dokki, Tahrir Street, Building 630, Floor 12",2,3,2200,Room,960,2024-03-01,2024-09-06,960,3,3,"[83, 913, 430]"
696,"Maadi, Sphinx Street, Building 622, Floor 3",2,1,2500,Flat,198,2024-03-01,2024-08-12,198,5,1,[30]
697,"Dokki, Sphinx Street, Building 812, Floor 5",4,2,1500,House,535,2024-03-01,2024-10-24,535,1,2,"[460, 485]"
698,"Maadi, Tahrir Street, Building 740, Floor 9",3,3,1500,Flat,254,2024-03-01,2025-01-22,254,1,1,[981]
699,"Mohandessin, Nile Corniche, Building 684, Floor 2",3,1,2200,House,585,2024-03-01,2024-06-22,585,1,2,"[976, 169]"
700,"Heliopolis, El Nil Street, Building 209, Floor 7",3,2,2800,House,167,2024-03-01,2024-10-28,167,5,1,[893]
701,"Mohandessin, Tahrir Street, Building 139, Floor 5",2,3,2500,Flat,102,2024-03-01,2024-10-04,102,1,3,"[449, 215, 11]"
702,"Dokki, El Nil Street, Building 698, Floor 1",3,2,1500,Flat,247,2024-03-01,2025-01-05,247,3,0,
703,"Heliopolis, Tahrir Street, Building 863, Floor 7",3,3,2800,House,48,2024-03-01,2024-06-13,48,4,1,[472]
704,"Mohandessin, Sphinx Street, Building 896, Floor 8",1,2,2500,Flat,785,2024-03-01,2024-07-31,785,4,0,
705,"Maadi, Sphinx Street, Building 885, Floor 5",3,3,2800,Flat,505,2024-03-01,2024-07-18,505,1,0,
706,"Maadi, Sphinx Street, Building 561, Floor 13",1,1,2500,Flat,144,2024-03-01,2024-08-19,144,5,2,"[465, 497]"
707,"Dokki, El Nil Street, Building 517, Floor 10",1,2,3000,Flat,993,2024-03-01,2025-01-03,993,3,4,"[417, 303, 893, 15]"
708,"Zamalek, Nile Corniche, Building 234, Floor 10",3,2,1500,Room,78,2024-03-01,2025-02-12,78,4,4,"[579, 255, 369, 341]"
709,"Dokki, Pyramids Street, Building 233, Floor 7",3,3,3000,Room,165,2024-03-01,2024-11-03,165,2,0,
710,"Dokki, Pyramids Street, Building 195, Floor 5",3,3,2500,Room,912,2024-03-01,2024-07-26,912,2,4,"[848, 897, 950, 913]"
711,"Mohandessin, El Nil Street, Building 452, Floor 11",2,2,2200,House,612,2024-03-01,2024-07-09,612,2,4,"[185, 241, 345, 332]"
712,"Zamalek, Tahrir Street, Building 562, Floor 8",4,1,2500,Flat,710,2024-03-01,2024-06-24,710,4,2,"[883, 948]"
713,"Zamalek, Sphinx Street, Building 551, Floor 5",3,1,1800,Room,720,2024-03-01,2024-08-03,720,2,2,"[762, 175]"
714,"Maadi, El Nil Street, Building 828, Floor 12",3,2,2200,Flat,625,2024-03-01,2024-11-01,625,4,2,"[628, 75]"
715,"Maadi, Sphinx Street, Building 562, Floor 12",2,2,1500,Room,851,2024-03-01,2024-07-03,851,4,4,"[446, 775, 635, 157]"
716,"Dokki, Nile Corniche, Building 120, Floor 9",2,3,1800,Room,268,2024-03-01,2024-12-30,268,4,2,"[248, 735]"
717,"Heliopolis, Sphinx Street, Building 377, Floor 7",1,1,2800,House,982,2024-03-01,2024-09-04,982,3,3,"[629, 561, 571]"
718,"Mohandessin, Pyramids Street, Building 128, Floor 12",1,3,2500,Room,605,2024-03-01,2024-11-09,605,3,0,
719,"Mohandessin, Pyramids Street, Building 679, Floor 10",4,3,1500,Room,378,2024-03-01,2024-07-04,378,2,3,"[20, 138, 687]"
720,"Mohandessin, El Nil Street, Building 461, Floor 7",1,3,2800,House,527,2024-03-01,2024-11-13,527,1,3,"[403, 541, 727]"
721,"Dokki, Tahrir Street, Building 141, Floor 2",1,1,2800,Room,281,2024-03-01,2025-02-28,281,3,4,"[256, 277, 179, 342]"
722,"Mohandessin, Pyramids Street, Building 231, Floor 13",4,1,2200,House,869,2024-03-01,2024-06-23,869,5,0,
723,"Mohandessin, El Nil Street, Building 143, Floor 10",3,2,2800,Room,622,2024-03-01,2024-06-01,622,5,3,"[700, 812, 182]"
724,"Dokki, Sphinx Street, Building 385, Floor 9",3,2,1800,Flat,436,2024-03-01,2024-09-25,436,5,1,[125]
725,"Dokki, Nile Corniche, Building 936, Floor 6",4,2,1800,House,646,2024-03-01,2024-08-18,646,3,0,
726,"Heliopolis, El Nil Street, Building 282, Floor 1",2,1,1800,Flat,58,2024-03-01,2024-10-05,58,1,1,[407]
727,"Mohandessin, Tahrir Street, Building 219, Floor 3",2,1,2200,House,929,2024-03-01,2024-06-29,929,1,3,"[780, 731, 410]"
728,"Dokki, Nile Corniche, Building 455, Floor 7",1,3,2800,House,258,2024-03-01,2024-07-27,258,5,4,"[345, 732, 744, 915]"
729,"Dokki, Sphinx Street, Building 159, Floor 8",3,2,1500,House,38,2024-03-01,2025-02-18,38,1,3,"[935, 69, 109]"
730,"Heliopolis, Nile Corniche, Building 824, Floor 9",1,2,2800,Room,810,2024-03-01,2024-06-11,810,4,0,
731,"Maadi, Tahrir Street, Building 197, Floor 5",3,2,3000,House,105,2024-03-01,2024-10-09,105,4,2,"[697, 425]"
732,"Mohandessin, Pyramids Street, Building 367, Floor 2",4,2,1500,Flat,938,2024-03-01,2024-09-05,938,3,4,"[722, 670, 478, 780]"
733,"Zamalek, Pyramids Street, Building 187, Floor 11",3,3,2500,Flat,955,2024-03-01,2024-08-14,955,5,0,
734,"Mohandessin, Nile Corniche, Building 188, Floor 2",1,2,2800,House,606,2024-03-01,2024-06-13,606,2,0,
735,"Mohandessin, Nile Corniche, Building 400, Floor 3",1,1,2000,House,309,2024-03-01,2024-09-18,309,3,1,[824]
736,"Mohandessin, Sphinx Street, Building 513, Floor 10",2,1,2500,Room,284,2024-03-01,2025-02-05,284,1,1,[470]
737,"Mohandessin, Tahrir Street, Building 83, Floor 12",3,3,2500,Room,529,2024-03-01,2024-09-23,529,5,1,[391]
738,"Zamalek, Sphinx Street, Building 697, Floor 12",1,1,1500,House,662,2024-03-01,2024-12-10,662,5,4,"[342, 944, 259, 779]"
739,"Dokki, El Nil Street, Building 542, Floor 13",2,3,3000,House,801,2024-03-01,2024-11-24,801,1,3,"[566, 168, 553]"
740,"Heliopolis, Tahrir Street, Building 975, Floor 3",1,2,2500,Flat,382,2024-03-01,2024-09-25,382,1,2,"[797, 976]"
741,"Mohandessin, Pyramids Street, Building 96, Floor 2",4,3,2000,Room,768,2024-03-01,2025-02-04,768,4,1,[258]
742,"Dokki, Sphinx Street, Building 29, Floor 5",4,1,2000,House,586,2024-03-01,2024-12-20,586,1,0,
743,"Maadi, Tahrir Street, Building 809, Floor 13",1,2,2500,Room,323,2024-03-01,2024-06-15,323,5,4,"[719, 930, 421, 544]"
744,"Heliopolis, Sphinx Street, Building 749, Floor 13",1,1,2500,Flat,177,2024-03-01,2024-06-11,177,1,3,"[909, 266, 998]"
745,"Zamalek, Nile Corniche, Building 272, Floor 2",4,3,1800,Flat,272,2024-03-01,2025-02-08,272,4,3,"[582, 127, 364]"
746,"Mohandessin, Tahrir Street, Building 864, Floor 10",1,3,1500,House,35,2024-03-01,2024-10-28,35,3,3,"[219, 266, 509]"
747,"Mohandessin, Nile Corniche, Building 691, Floor 7",2,1,1800,House,332,2024-03-01,2025-02-13,332,3,4,"[352, 425, 376, 806]"
748,"Zamalek, Nile Corniche, Building 898, Floor 1",4,3,2500,House,790,2024-03-01,2024-06-10,790,5,4,"[720, 587, 357, 666]"
749,"Heliopolis, Pyramids Street, Building 634, Floor 6",3,1,3000,House,848,2024-03-01,2024-08-30,848,5,4,"[306, 728, 727, 208]"
750,"Zamalek, Pyramids Street, Building 337, Floor 6",1,3,2500,House,402,2024-03-01,2024-11-30,402,3,0,
751,"Heliopolis, Sphinx Street, Building 740, Floor 13",1,3,2500,Flat,864,2024-03-01,2024-12-19,864,1,3,"[684, 193, 7]"
752,"Mohandessin, El Nil Street, Building 675, Floor 9",3,3,3000,Room,388,2024-03-01,2024-09-20,388,5,2,"[454, 662]"
753,"Zamalek, El Nil Street, Building 236, Floor 8",1,1,2500,House,23,2024-03-01,2024-06-26,23,4,1,[685]
754,"Mohandessin, Pyramids Street, Building 379, Floor 11",2,1,2800,Flat,647,2024-03-01,2024-11-23,647,1,2,"[572, 852]"
755,"Zamalek, Pyramids Street, Building 855, Floor 1",4,3,1500,Room,896,2024-03-01,2024-10-27,896,1,1,[51]
756,"Heliopolis, Nile Corniche, Building 663, Floor 13",4,3,1500,Room,333,2024-03-01,2024-07-28,333,4,3,"[580, 877, 175]"
757,"Heliopolis, Pyramids Street, Building 25, Floor 1",2,2,2500,Room,995,2024-03-01,2024-06-12,995,4,1,[803]
758,"Maadi, Tahrir Street, Building 908, Floor 5",2,2,1500,House,804,2024-03-01,2024-11-30,804,4,3,"[344, 140, 922]"
759,"Mohandessin, Tahrir Street, Building 519, Floor 3",3,3,2500,Flat,113,2024-03-01,2024-11-22,113,4,3,"[931, 575, 921]"
760,"Zamalek, Sphinx Street, Building 463, Floor 7",4,1,1500,House,902,2024-03-01,2025-01-06,902,4,0,
761,"Zamalek, Sphinx Street, Building 842, Floor 3",4,1,2800,Room,697,2024-03-01,2024-10-23,697,1,2,"[208, 235]"
762,"Heliopolis, Pyramids Street, Building 631, Floor 6",1,2,1800,House,428,2024-03-01,2024-10-28,428,5,4,"[446, 668, 891, 655]"
763,"Heliopolis, Tahrir Street, Building 303, Floor 3",4,2,2800,Room,126,2024-03-01,2024-06-30,126,5,2,"[165, 475]"
764,"Zamalek, Pyramids Street, Building 137, Floor 3",4,2,2800,Flat,110,2024-03-01,2024-12-22,110,4,1,[202]
765,"Maadi, Pyramids Street, Building 664, Floor 11",2,3,3000,House,81,2024-03-01,2024-10-05,81,2,1,[522]
766,"Maadi, Nile Corniche, Building 760, Floor 5",2,3,2500,Flat,1000,2024-03-01,2024-12-18,1000,4,2,"[113, 77]"
767,"Zamalek, Sphinx Street, Building 161, Floor 12",4,3,2000,Flat,178,2024-03-01,2024-08-12,178,2,2,"[906, 727]"
768,"Dokki, Pyramids Street, Building 254, Floor 2",1,1,2000,House,772,2024-03-01,2024-07-03,772,2,4,"[28, 918, 195, 787]"
769,"Mohandessin, El Nil Street, Building 821, Floor 4",1,2,2200,House,377,2024-03-01,2025-02-08,377,2,2,"[948, 816]"
770,"Dokki, Nile Corniche, Building 719, Floor 12",2,1,2000,Flat,999,2024-03-01,2025-01-05,999,3,4,"[278, 91, 915, 504]"
771,"Mohandessin, Pyramids Street, Building 935, Floor 8",3,2,2000,Room,777,2024-03-01,2024-06-23,777,4,2,"[652, 835]"
772,"Dokki, El Nil Street, Building 701, Floor 12",4,1,2800,Room,937,2024-03-01,2024-12-10,937,5,1,[374]
773,"Dokki, Tahrir Street, Building 363, Floor 8",1,1,1800,House,645,2024-03-01,2025-02-26,645,1,1,[610]
774,"Zamalek, El Nil Street, Building 198, Floor 5",3,2,2200,House,337,2024-03-01,2024-12-12,337,5,3,"[213, 134, 534]"
775,"Maadi, Nile Corniche, Building 391, Floor 11",1,1,1800,House,296,2024-03-01,2024-06-14,296,3,0,
776,"Dokki, Tahrir Street, Building 151, Floor 9",2,1,3000,Room,682,2024-03-01,2024-08-14,682,5,1,[82]
777,"Dokki, El Nil Street, Building 994, Floor 11",4,3,2200,House,901,2024-03-01,2024-07-10,901,5,3,"[776, 383, 305]"
778,"Dokki, Tahrir Street, Building 411, Floor 3",4,2,2500,Room,736,2024-03-01,2024-11-16,736,2,1,[950]
779,"Dokki, Pyramids Street, Building 450, Floor 5",2,3,2800,Room,46,2024-03-01,2024-06-23,46,2,4,"[899, 186, 67, 975]"
780,"Dokki, Nile Corniche, Building 596, Floor 11",4,2,2800,Room,882,2024-03-01,2024-09-26,882,5,2,"[700, 842]"
781,"Mohandessin, Tahrir Street, Building 342, Floor 10",1,3,2000,Room,940,2024-03-01,2024-07-27,940,4,1,[657]
782,"Zamalek, El Nil Street, Building 764, Floor 4",3,3,1500,House,675,2024-03-01,2024-09-01,675,1,3,"[826, 661, 381]"
783,"Maadi, Sphinx Street, Building 611, Floor 3",3,2,1500,Room,636,2024-03-01,2024-07-13,636,2,2,"[192, 947]"
784,"Maadi, El Nil Street, Building 25, Floor 13",1,1,2800,Flat,316,2024-03-01,2024-08-13,316,2,1,[872]
785,"Maadi, Tahrir Street, Building 666, Floor 9",3,1,2000,Flat,609,2024-03-01,2024-08-10,609,4,2,"[200, 960]"
786,"Heliopolis, El Nil Street, Building 761, Floor 1",4,1,2000,Flat,492,2024-03-01,2024-12-18,492,4,0,
787,"Dokki, El Nil Street, Building 288, Floor 4",3,3,1500,House,142,2024-03-01,2025-01-20,142,2,4,"[488, 522, 583, 470]"
788,"Maadi, Nile Corniche, Building 45, Floor 3",1,1,2500,House,594,2024-03-01,2024-10-14,594,5,4,"[463, 50, 675, 503]"
789,"Dokki, Pyramids Street, Building 430, Floor 9",2,1,2000,Flat,51,2024-03-01,2024-12-18,51,3,4,"[619, 338, 335, 125]"
790,"Mohandessin, Tahrir Street, Building 163, Floor 13",4,1,1500,Room,554,2024-03-01,2024-10-06,554,3,0,
791,"Heliopolis, Tahrir Street, Building 935, Floor 10",3,1,2000,Room,981,2024-03-01,2024-10-04,981,3,2,"[708, 872]"
792,"Heliopolis, El Nil Street, Building 461, Floor 6",1,3,2000,House,747,2024-03-01,2024-07-27,747,5,0,
793,"Heliopolis, Nile Corniche, Building 365, Floor 13",2,1,3000,Room,992,2024-03-01,2025-02-03,992,4,0,
794,"Maadi, Sphinx Street, Building 772, Floor 3",3,3,1800,Room,170,2024-03-01,2024-07-06,170,1,2,"[54, 302]"
795,"Dokki, Pyramids Street, Building 944, Floor 12",3,1,1800,Room,638,2024-03-01,2025-01-05,638,5,1,[98]
796,"Mohandessin, Nile Corniche, Building 5, Floor 1",2,3,1800,House,690,2024-03-01,2024-11-06,690,2,2,"[763, 48]"
797,"Heliopolis, Tahrir Street, Building 162, Floor 1",3,1,1800,House,500,2024-03-01,2024-10-23,500,2,2,"[860, 475]"
798,"Zamalek, Sphinx Street, Building 246, Floor 13",4,1,2200,Room,852,2024-03-01,2024-10-12,852,5,4,"[832, 123, 262, 497]"
799,"Heliopolis, El Nil Street, Building 338, Floor 9",4,1,2000,House,600,2024-03-01,2024-10-16,600,5,1,[900]
800,"Dokki, Sphinx Street, Building 576, Floor 4",1,1,2000,House,998,2024-03-01,2024-10-16,998,5,0,
801,"Zamalek, Tahrir Street, Building 254, Floor 10",4,3,2000,Room,584,2024-03-01,2024-08-26,584,4,4,"[617, 26, 717, 294]"
802,"Dokki, Tahrir Street, Building 290, Floor 6",4,1,1500,Room,971,2024-03-01,2024-06-04,971,4,1,[571]
803,"Maadi, Nile Corniche, Building 98, Floor 2",2,1,2800,Room,174,2024-03-01,2024-11-11,174,2,2,"[252, 403]"
804,"Maadi, Sphinx Street, Building 977, Floor 10",1,1,2500,Room,429,2024-03-01,2025-01-06,429,4,3,"[56, 39, 773]"
805,"Dokki, El Nil Street, Building 894, Floor 1",4,3,3000,House,269,2024-03-01,2024-07-30,269,3,1,[428]
806,"Mohandessin, Nile Corniche, Building 233, Floor 13",3,2,2500,House,991,2024-03-01,2024-12-22,991,1,1,[740]
807,"Zamalek, Pyramids Street, Building 323, Floor 6",1,3,1800,House,826,2024-03-01,2024-06-16,826,1,4,"[44, 548, 254, 621]"
808,"Mohandessin, Sphinx Street, Building 15, Floor 11",1,2,1800,Flat,764,2024-03-01,2025-02-02,764,1,2,"[675, 999]"
809,"Heliopolis, Pyramids Street, Building 329, Floor 10",3,3,1800,Room,362,2024-03-01,2025-01-09,362,1,1,[787]
810,"Dokki, Nile Corniche, Building 595, Floor 7",4,1,1500,Room,43,2024-03-01,2024-06-25,43,2,0,
811,"Dokki, Sphinx Street, Building 873, Floor 8",3,1,1500,House,401,2024-03-01,2024-11-23,401,5,4,"[734, 109, 89, 540]"
812,"Mohandessin, El Nil Street, Building 526, Floor 8",2,2,3000,House,286,2024-03-01,2024-05-30,286,1,1,[645]
813,"Zamalek, Sphinx Street, Building 258, Floor 5",1,3,1800,Flat,392,2024-03-01,2024-06-12,392,1,3,"[853, 425, 896]"
814,"Mohandessin, Sphinx Street, Building 60, Floor 1",3,1,2800,Flat,294,2024-03-01,2024-10-27,294,1,2,"[475, 350]"
815,"Heliopolis, Nile Corniche, Building 669, Floor 8",2,2,3000,House,189,2024-03-01,2025-01-10,189,4,2,"[87, 95]"
816,"Dokki, Nile Corniche, Building 850, Floor 11",1,2,2000,Room,943,2024-03-01,2024-07-16,943,4,1,[124]
